933126    	C00562413	AMERICANS FOR COMMON SENSE	F24N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
933190    	C00559906	Americas PAC	F24N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
933268    	C00551838	Vitoria PAC	F1N	\N	DIRECTFILE / Ver# 3.00	\N	2
934100    	C00430157	CHENIERE ENERGY, INC. PAC	F1N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
934194    	C00543231	Walker 4 NC	F6N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
934893    	C00543231	Walker 4 NC	F6N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
934994    	C00366781	Buckeye Liberty PAC	F3XN	20140601 - 20140630	PASOFT / Ver# 1.1	\N	\N
935670    	C00199950	MOPAC	F3XN	20140401 - 20140630	FECfile / Ver# 8.1.0.1(f29)	\N	\N
935985    	C00460402	Pompeo for Congress, Inc.	F1N	\N	CompleteCampaigns.com / Ver# 1.0	\N	6
936051    	C00544445	Jody Hice for Congress	F6N	\N	Campaign Manager 360 / Ver# 1.0	\N	\N
936147    	C00461251	MAC PAC	F3XN	20140401 - 20140630	FECfile / Ver# 8.1.0.1(f29)	\N	\N
948868    	C00462861	Kuster for Congress, Inc.	F6N	\N	NGP / Ver# 5.0	\N	\N
936367    	C00530766	Women Speak Out PAC	F24N	\N	Activist Manager / Ver# 1.00	\N	\N
936802    	C00498261	Restoring Prosperity Fund	F1A	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
936978    	C00504704	Cramer for Congress	F1A	\N	CMDI CRIMSON FILER / Ver# 2.0	\N	1
949014    	C00479063	The Bill Keating Committee	F6N	\N	NGP / Ver# 5.0	\N	\N
937712    	H4WV03070	JENKINS, EVAN H	F2N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
938179    	C00484642	Senate Majority PAC	F24N	\N	NGP Campaign Office (R) / Ver# 6	\N	\N
938245    	C00528075	First Capital PAC	F3XN	20140501 - 20140630	FECfile / Ver# 8.1.0.1(f29)	\N	\N
938415    	C00561985	ELECT PAULA INC	F1N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
939071    	C00110197	Dickstein Shapiro LLP PAC	F1N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
939444    	H2MA00014	TISEI, RICHARD R. 	F2A	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
939562    	C00390674	Freedom Fund	F3XN	20140601 - 20140630	PASOFT / Ver# 1.1	\N	44
939618    	C00343871	Schiff for Congress	F3N	20140515 - 20140630	NGP / Ver# 3.0	\N	3
939676    	C90014754	FREEDOM VOTE	F5A	20140101 - 20140331	NIC WebForms / Ver# 8.1.0.0	\N	\N
939734    	C00500256	WHO DAT PAC	F3XN	20140401 - 20140630	FECfile / Ver# 8.1.0.1(f29)	\N	\N
940142    	C00546010	Rocket PAC	F3XN	20140601 - 20140630	FECfile / Ver# 8.1.0.1(f29)	\N	\N
940938    	C00448373	HUCK PAC	F1A	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
941036    	C00468579	Walorski for Congress	F99	\N	CMDI CRIMSON FILER / Ver# 2.0	\N	\N
941887    	C00460402	Pompeo for Congress, Inc.	F6N	\N	CompleteCampaigns.com / Ver# 1.0	\N	\N
941945    	C00459099	DelBene for Congress	F6N	\N	NGP / Ver# 3.0	\N	\N
942042    	C00156612	Levin for Congress	F6N	\N	NGP / Ver# 3.0	\N	\N
942060    	C00560763	SOUTHERN CONSERVATIVES FUND INC	F24N	\N	FEC Webforms / Ver# 8.1.0.0	\N	6
942256    	C00499947	Friends of Dan Kildee	F6N	\N	NGP / Ver# 3.0	\N	\N
943844    	C00409409	Tim Walz for US Congress	F6N	\N	NGP / Ver# 3.0	\N	\N
943992    	C00515882	Empower Wisconsin	F24N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
944647    	C00562496	Leibham for Congress	F6N	\N	Campaign Manager 360 / Ver# 1.0	\N	\N
944853    	C00551572	Friends of David Jolly	F6N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
945694    	C00513432	Now or Never PAC	F99	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
946053    	C00511568	RON DESANTIS FOR CONGRESS	F6N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
946497    	C00476564	Cicilline Committee	F99	\N	NGP / Ver# 5.0	\N	\N
946850    	C00548537	Cohn for Congress	F6N	\N	NGP Campaign Office (R) / Ver# 6	\N	\N
947225    	C00413179	Welch for Congress	F6N	\N	NGP / Ver# 5.0	\N	\N
948006    	H4MA05084	Clark, Katherine 	F2A	\N	NGP / Ver# 5.0	\N	\N
949507    	C00563064	VOTE 2 REDUCE DEBT (V2RD)	F24A	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
950761    	H0KY06104	Barr, Garland Andy 	F2A	\N	CompleteCampaigns.com / Ver# 1.0	\N	\N
950935    	C00552554	Reis for Congress	F1N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
951131    	C00566778	CounterPAC	F1N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	1
951477    	C00567982	B-PAC	F24N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
951618    	C00491936	Common Sense Colorado	F3XN	20140801 - 20140831	NGP / Ver# 5.0	\N	\N
952303    	C00484287	Workers' Voice	F24N	\N	NGP / Ver# 5.0	\N	\N
913651    	C00019331	Democratic Party of Wisconsin	F99	\N	NGP / Ver# 3.0	\N	\N
913652    	C00318907	GREEN PARTY OF NEW YORK STATE	F3XA	20130701 - 20131231	FECfile / Ver# 8.1.0.1(f29)	\N	4
913653    	C00555482	HENRY LAWRENCE FOR CONGRESS LLC	F99	\N	NIC WebForms / Ver# 8.1.0.0	\N	\N
913654    	C00555482	HENRY LAWRENCE FOR CONGRESS LLC	F99	\N	NIC WebForms / Ver# 8.1.0.0	\N	\N
913655    	C00322768	Butte County Republican Party (Fed. Account)	F3XA	20140201 - 20140228	CompleteCampaigns.com / Ver# 1.0	\N	2
952784    	C00501205	JOE KAUFMAN FOR CONGRESS	F99	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913656    	C00454074	Our Country Deserves Better PAC - TeaPartyExpress.org	F3XA	20130101 - 20130630	CompleteCampaigns.com / Ver# 1.0	\N	157
913657    	C00454074	Our Country Deserves Better PAC - TeaPartyExpress.org	F99	\N	CompleteCampaigns.com / Ver# 1.0	\N	\N
913658    	C00476325	Benishek for Congress, Inc.	F3A	20131001 - 20131231	CompleteCampaigns.com / Ver# 1.0	\N	\N
913659    	C00476325	Benishek for Congress, Inc.	F3A	20130701 - 20130930	CompleteCampaigns.com / Ver# 1.0	\N	\N
913660    	C90014754	Freedom Vote	F5N	20140322 - 20140323	NIC WebForms / Ver# 8.1.0.0	\N	\N
913661    	C00424143	International Academy of Compounding Pharmacists PAC (COMP PAC)	F99	\N	Public Affairs Support Services Inc. / Ver# 3.1	\N	\N
913662    	C00424143	International Academy of Compounding Pharmacists PAC (COMP PAC)	F99	\N	Public Affairs Support Services Inc. / Ver# 3.1	\N	\N
913663    	C00382556	National Fraternal Order of Police PAC	F1N	\N	Capwiz PACbuilder / Ver# 10	\N	\N
913664    	C00512970	Joe Kennedy for Congress	F3A	20131001 - 20131231	NGP Campaign Office (R) / Ver# 6	\N	36
913665    	C00409359	San Mateo County Democratic Central Committee-Federal	F3XN	20140201 - 20140228	CompleteCampaigns.com / Ver# 1.0	\N	1
913666    	C00490193	WORKING FAMILIES FOR HAWAII	F1A	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913667    	C00409359	San Mateo County Democratic Central Committee-Federal	F99	\N	CompleteCampaigns.com / Ver# 1.0	\N	\N
913668    	C90012352	NEW JERSEY FAMILY FIRST INC	F5N	20131001 - 20131231	NIC WebForms / Ver# 8.1.0.0	\N	\N
913669    	C00544346	Put Alaska First	F1N	\N	NGP Campaign Office (R) / Ver# 6	\N	\N
913670    	C90012352	NEW JERSEY FAMILY FIRST INC	F99	\N	NIC WebForms / Ver# 8.1.0.0	\N	\N
913671    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20110301 - 20110331	Patton Technologies LLC / Ver# 3.00	\N	9
913672    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20110401 - 20110430	Patton Technologies LLC / Ver# 3.00	\N	8
913673    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20110601 - 20110630	Patton Technologies LLC / Ver# 3.00	\N	11
913674    	C00027342	International Brotherhood of Electrical Workers Political Action Committee	F1A	\N	Vocus PAC Management / Ver# 8.00.5825	\N	\N
913675    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20110701 - 20110731	Patton Technologies LLC / Ver# 3.00	\N	8
913676    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20110801 - 20110831	Patton Technologies LLC / Ver# 3.00	\N	10
913677    	C00404392	Conservative Oppurtunity Leadership and Enterprise PAC (COLE PAC)	F3XA	20130701 - 20131231	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913678    	C00522482	Liberty Unleashed	F3XA	20130101 - 20130630	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913679    	C00522482	Liberty Unleashed	F3XA	20130701 - 20140131	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913680    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20110901 - 20110930	Patton Technologies LLC / Ver# 3.00	\N	8
913681    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20111001 - 20111031	Patton Technologies LLC / Ver# 3.00	\N	11
913682    	C00546853	Walters for Congress	F3A	20131001 - 20131231	NetFile / Ver# 199179	\N	14
913683    	C00272732	Friends of Corrine Brown	F99	\N	NGP / Ver# 3.0	\N	\N
913684    	C00272732	Friends of Corrine Brown	F3A	20131001 - 20131231	NGP / Ver# 3.0	\N	\N
913685    	C00488759	The American Worker, Inc	F3XT	20140101 - 20140325	NGP / Ver# 3.0	\N	1
913686    	C00053553	National Rifle Association of America Political Victory Fund	F24N	\N	Vocus PAC Management / Ver# 8.00.5825	\N	\N
913687    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20111101 - 20111130	Patton Technologies LLC / Ver# 3.00	\N	75
913688    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20111201 - 20111231	Patton Technologies LLC / Ver# 3.00	\N	75
913738    	C00499020	FREEDOMWORKS FOR AMERICA	F24N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913748    	C00499020	FREEDOMWORKS FOR AMERICA	F24N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913759    	C00499020	FREEDOMWORKS FOR AMERICA	F24N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913781    	C00489856	Ending Spending Action Fund	F24N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913950    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20130101 - 20130131	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913951    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20110901 - 20110930	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913952    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20111001 - 20111031	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913953    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20111101 - 20111130	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913954    	C00452854	Newaygo County Democratic Executive Committee	F1N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913955    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20111201 - 20111231	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913956    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20120101 - 20120131	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913957    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20120201 - 20120229	FECfile / Ver# 8.1.0.1(f29)	\N	1
913958    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20120301 - 20120331	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913959    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20120401 - 20120430	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913960    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20120501 - 20120531	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913961    	C00554782	LIBERTY AND LEADERSHIP FUND	F24N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913962    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20120601 - 20120630	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913963    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20120701 - 20120731	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913964    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20120801 - 20120831	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913965    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20120901 - 20120930	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913966    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20121001 - 20121017	FECfile / Ver# 8.1.0.1(f29)	\N	1
913967    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20121018 - 20121126	FECfile / Ver# 8.1.0.1(f29)	\N	1
913968    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20130101 - 20130131	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913969    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20130301 - 20130331	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913970    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20130401 - 20130430	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913971    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20130501 - 20130531	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913972    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20130601 - 20130630	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913973    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20130701 - 20130731	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913974    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20130801 - 20130831	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913975    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20130901 - 20130930	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913976    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20131001 - 20131031	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913977    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20131101 - 20131130	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913978    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20131201 - 20131231	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913979    	C00326009	ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE	F3XA	20140201 - 20140228	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913980    	C00193169	STANDARD INSURANCE COMPANY POLITICAL ACTION COMMITTEE (STAN-PAC)	F1N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913981    	C00437376	Legacy Political Fund	F1A	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
913982    	C00502856	CA Inc. Political Action Committee	F3XN	20140101 - 20140326	CA Inc. Political Action Committee / Ver# 3.1	\N	\N
913983    	C00165688	North Carolina Democratic Party - Federal	F3XA	20140201 - 20140228	Patton Technologies LLC / Ver# 3.00	\N	13
913984    	C00074450	Republican Party of Wisconsin	F3XA	20130301 - 20130331	CMDI CRIMSON FILER / Ver# 2.0	\N	12
913985    	C00074450	Republican Party of Wisconsin	F3XA	20130401 - 20130430	CMDI CRIMSON FILER / Ver# 2.0	\N	7
913986    	C00521328	The Nielsen Company (US), LLC Federal Political Action Committee (Nielsen PAC)	F1A	\N	FECFile / Ver# 8.1	\N	\N
913987    	C00074450	Republican Party of Wisconsin	F3XA	20130501 - 20130531	CMDI CRIMSON FILER / Ver# 2.0	\N	21
913988    	C00043489	BANK OF AMERICA CORPORATION STATE AND FEDERAL PAC	F3XA	20131001 - 20131031	Campaign Manager 360 / Ver# 1.0	\N	\N
913989    	C00074450	Republican Party of Wisconsin	F3XA	20130601 - 20130630	CMDI CRIMSON FILER / Ver# 2.0	\N	43
913990    	C00074450	Republican Party of Wisconsin	F3XA	20130701 - 20130731	CMDI CRIMSON FILER / Ver# 2.0	\N	53
913991    	C00074450	Republican Party of Wisconsin	F3XA	20130801 - 20130831	CMDI CRIMSON FILER / Ver# 2.0	\N	40
913992    	C00347476	Dave Camp for Congress	F3A	20131001 - 20131231	CompleteCampaigns.com / Ver# 1.0	\N	1
913993    	C00074450	Republican Party of Wisconsin	F3XA	20130901 - 20130930	CMDI CRIMSON FILER / Ver# 2.0	\N	87
913994    	C00074450	Republican Party of Wisconsin	F3XA	20131001 - 20131031	CMDI CRIMSON FILER / Ver# 2.0	\N	38
913995    	C00043489	BANK OF AMERICA CORPORATION STATE AND FEDERAL PAC	F3XA	20131101 - 20131130	Campaign Manager 360 / Ver# 1.0	\N	\N
913996    	C00105080	NEW YORK STATE RIGHT TO LIFE COMMITTEE INC POLITICAL ACTION COMMITTEE	F3XA	20130701 - 20131231	FECfile / Ver# 8.1.0.1(f29)	\N	3
913999    	C00074450	Republican Party of Wisconsin	F3XA	20131101 - 20131130	CMDI CRIMSON FILER / Ver# 2.0	\N	56
914000    	C00043489	BANK OF AMERICA CORPORATION STATE AND FEDERAL PAC	F3XA	20131201 - 20131231	Campaign Manager 360 / Ver# 1.0	\N	\N
914001    	C00390575	Wellcare Health Plans, Inc. PAC (WellCare PAC)	F3XA	20130701 - 20131231	FECfile / Ver# 8.1.0.1(f29)	\N	9
914002    	C00113845	Personal Care Products Council Political Action Committee	F1A	\N	NGP / Ver# 3.0	\N	1
914003    	C00074450	Republican Party of Wisconsin	F99	\N	CMDI CRIMSON FILER / Ver# 2.0	\N	\N
914004    	C00024521	AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE (AAJ PAC)	F3XA	20131001 - 20131031	Vocus PAC Management / Ver# 8.00.5825	\N	4
914005    	C00502518	WPX Energy, Inc. Political Action Committee	F1A	\N	Vocus PAC Management / Ver# 8.00.5825	\N	\N
914006    	C00308478	USA RICE FEDERATION PAC	F1N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	5
914007    	C00435099	Bill Foster for Congress	F3A	20131001 - 20131231	NGP / Ver# 3.0	\N	2
914009    	C00526491	Health Diagnostic Laboratory Inc. PAC	F1N	\N	Health Diagnostic Laboratory Inc, PAC(HDLPAC) / Ver# 3.1	\N	\N
914010    	C00449645	TRI-VALLEY UNITED DEMOCRATIC CAMPAIGN	F1N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	5
914011    	C00540898	Tea Party Patriots Citizens Fund	F24N	\N	ELECTEK USA / Ver# 1.0	\N	\N
914012    	H4VA00031	HERRING, CHARNIELE L 	F2A	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
914013    	C00024521	AMERICAN ASSOCIATION FOR JUSTICE POLITICAL ACTION COMMITTEE (AAJ PAC)	F99	\N	Vocus PAC Management / Ver# 8.00.5825	\N	\N
914014    	C00487470	CLUB FOR GROWTH ACTION	F24N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
914015    	C00149013	FULBRIGHT & JAWORSKI L L P FEDERAL COMMITTEE	F3XA	20130501 - 20130531	FECfile / Ver# 8.1.0.1(f29)	\N	\N
914016    	H4MN08083	Mills, Stewart 	F2N	\N	CMDI CRIMSON FILER / Ver# 2.0	\N	\N
914017    	C00149013	FULBRIGHT & JAWORSKI L L P FEDERAL COMMITTEE	F3XA	20130601 - 20130630	FECfile / Ver# 8.1.0.1(f29)	\N	\N
914018    	C00546739	Friends of Stewart Mills, Inc.	F1N	\N	CMDI CRIMSON FILER / Ver# 2.0	\N	\N
914019    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20120101 - 20120131	Patton Technologies LLC / Ver# 3.00	\N	35
914020    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20120201 - 20120229	Patton Technologies LLC / Ver# 3.00	\N	30
914021    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20120301 - 20120331	Patton Technologies LLC / Ver# 3.00	\N	8
914022    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20120401 - 20120430	Patton Technologies LLC / Ver# 3.00	\N	12
914023    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20120501 - 20120531	Patton Technologies LLC / Ver# 3.00	\N	25
914024    	C00005173	State Democratic Executive Committee of Alabama	F3XA	20120601 - 20120630	Patton Technologies LLC / Ver# 3.00	\N	25
914025    	C00244335	Citizens for Eleanor Holmes Norton	F6N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
914026    	C00481200	NATIONAL ASSOCIATION FOR GUN RIGHTS INC PAC	F1A	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
914027    	C00350991	NEW YORK STATE COMMITTEE OF THE WORKING FAMILIES PARTY	F99	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
914028    	C00350991	NEW YORK STATE COMMITTEE OF THE WORKING FAMILIES PARTY	F3XA	20131201 - 20131231	FECfile / Ver# 8.1.0.1(f29)	\N	290
914029    	C00444752	Nebraska Farm Bureau Federation	F1N	\N	FECfile / Ver# 8.1.0.1(f29)	\N	\N
